name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,stock,income,roe
(주)아이앤씨테크놀로지,52860,Dec-18,20680289,18239802,63155378,-15290571,19893634,31303910,104,7897519,43261744,1297666,3075,1828941,3.82
(주)아이앤씨테크놀로지,52860,Dec-19,26968907,15294392,72454410,25211059,17345686,45567583,111,8781277,55108724,5724789,5270,4303605,11.21
(주)아이앤씨테크놀로지,52860,Dec-20,23583305,13492736,62958348,17387494,15264828,22884990,95,8847027,47693520,-6048408,4300,-5603390,-11.95
(주)아이에스시,95340,Dec-10,31996572,4897396,62388532,26406882,5240890,28660676,125,3845000,57147642,4587995,4970,,8.08
(주)아이에스시,95340,Dec-11,29164992,14712178,83823224,36624719,16557744,43841089,185,3845000,67265480,12414145,8400,15097725,19.97
(주)아이에스시,95340,Dec-12,31572028,12136638,89091124,44227019,14223344,53054805,298,3845000,74867780,10318548,10400,18412268,14.52
(주)아이에스시,95340,Dec-13,40839794,10527490,105423852,51864450,19840119,56824027,297,3845000,85583733,10495312,16300,20264218,13.02
(주)아이에스시,95340,Dec-14,56662831,27449660,177187525,59373187,47936698,73989286,451,5641311,129250827,8127394,26600,17224290,10.74
(주)아이에스시,95340,Dec-15,71798076,30433000,195258868,64434724,38317091,99039486,382,6446338,156941777,4535014,28650,15724939,8.37
(주)아이에스시,95340,Dec-16,68984639,25746714,196506637,71190068,33716149,93636334,495,6478566,162790488,8783165,16650,10764134,6.68
(주)아이에스시,95340,Dec-17,90186870,30232054,211233455,85418601,39467050,114082893,624,6801249,171766405,16120713,19600,22193085,11.1
(주)아이에스시,95340,Dec-18,82885995,26164138,216779737,93514833,38716619,115859798,761,6934927,178063118,12151612,8620,13182709,8.13
(주)아이에스시,95340,Dec-19,65493818,25004144,208455083,96302343,30037441,87678824,839,7071254,178417642,3181415,9750,2025737,2.57
(주)아이에스시,95340,Dec-20,80055891,59235251,239465749,102009545,66743884,121769459,368,7071254,172721865,5505283,27000,18078107,3.68
(주)아이에이,38880,Dec-10,16038234,20616789,42530243,-6417897,23148095,31181748,160,13204730,19382148,-6157329,5950,,-31.77
(주)아이에이,38880,Dec-11,18988081,27088466,66911187,-13451163,42762121,19469438,166,13207129,24149066,-13402469,4260,-9364924,-55.5
(주)아이에이,38880,Dec-12,9068587,43603477,60034631,-23781045,51580822,30989135,123,13209389,8453810,-15031566,3285,-8931828,-177.81
(주)아이에이,38880,Dec-13,32592785,31075144,67217496,-24929462,54308938,46721828,114,14879164,12908558,-5657154,3285,-1127951,-52.96
(주)아이에이,38880,Dec-14,18880132,17014261,51846139,-19534164,40707891,61156935,101,15141287,11138248,-3607940,3095,2819438,-30.01
(주)아이에이,38880,Dec-15,25341309,22922396,56812923,-16663058,28588963,71088040,84,17313353,28223960,524598,3860,6341657,2.65
(주)아이에이,38880,Dec-16,25755512,18188947,88070436,-2812100,45073096,75870439,77,20168249,42997339,652722,4270,2239715,2.17
(주)아이에이,38880,Dec-17,19378320,36155734,85018705,-7169646,50258719,60756810,77,20191035,34759985,-8830992,3950,-3986369,-20.41
(주)아이에이,38880,Dec-18,30359536,44880191,105948882,-10719364,60706805,67262017,71,22532664,45242077,-3807833,3040,-1027404,-14.35
(주)아이에이,38880,Dec-19,23010748,47458411,109347269,-4206260,49482285,67834575,60,25209344,59864984,1238877,510,2721530,3.34
(주)아이에이,38880,Dec-20,33896267,34289256,143045284,8609989,44701311,58449522,50,28613097,98343973,13092369,938,4355752,17.35
(주)아이엠,101390,Dec-10,134752504,107662088,175787993,45742898,109836838,320081942,93,8729899,65951155,13530130,6400,8964611,22.78
(주)아이엠,101390,Dec-11,161456848,130791312,208336699,50850522,134014560,320074150,101,8729899,74322140,5880478,6540,2744800,9.73
(주)아이엠,101390,Dec-12,120667526,105884470,184879498,50227872,115406856,334118752,110,9159005,69472642,560825,7010,-38122,2.12
(주)아이엠,101390,Dec-13,106285809,106555438,179046743,42943467,114863090,345226432,123,9159005,64183654,-6833664,4000,4573088,-9.81
(주)아이엠,101390,Dec-14,69709884,81473627,143345450,31384045,90335610,250220969,135,9159005,53009840,-11230630,3005,-5310215,-19.21
(주)아이엠,101390,Dec-15,84968050,95815686,159276301,33412991,103326579,240984166,136,9159005,55949722,2197114,3930,5245890,4.06
(주)아이엠,101390,Dec-16,62951752,89501757,147659419,17714297,96149118,192429817,135,11286005,51510301,-15760351,3640,-10915661,-29.44
(주)아이엠,101390,Dec-17,38125865,77759807,136172605,14250767,88722820,249371615,131,11286005,47449785,-3680685,3000,1206183,-7.48
(주)아이엠,101390,Dec-18,30031614,63325489,122051136,-4002315,74974047,191078977,106,18786005,47077089,-18641385,1195,-3534592,-39.59
(주)아이엠,101390,Dec-19,44259874,75425247,117389823,-24134983,84694644,202192400,87,21111585,32695179,-20221487,1090,-7408314,-50.93
(주)아이엠,101390,Dec-20,32554181,49015201,79066911,-36524120,57491266,146299792,64,21111585,21575645,-12504901,815,-7090349,-46.43
(주)아이컴포넌트,59100,Dec-10,,,,,,,118,,,,10750,,
(주)아이컴포넌트,59100,Dec-11,,,,,,,130,,,,14500,,
(주)아이컴포넌트,59100,Dec-12,,,,,,,115,,,,11250,,
(주)아이컴포넌트,59100,Dec-13,,,,,,,116,,,,9800,,
(주)아이컴포넌트,59100,Dec-14,,,,,,,95,,,,16450,,
(주)아이컴포넌트,59100,Dec-15,,,,,,,111,,,,13600,,
(주)아이컴포넌트,59100,Dec-16,,,,,,,120,,,,13850,,
(주)아이컴포넌트,59100,Dec-17,,,,,,,98,,,,7500,,
(주)아이컴포넌트,59100,Dec-18,,,,,,,81,,,,6560,,
(주)아이컴포넌트,59100,Dec-19,,,,,,,81,,,,5420,,
(주)아이컴포넌트,59100,Dec-20,,,,,,,87,,,,4400,,
(주)아이티엑스에이아이,99520,Dec-10,,,,,,,160,,,,2710,,
(주)아이티엑스에이아이,99520,Dec-11,,,,,,,172,,,,1685,,
(주)아이티엑스에이아이,99520,Dec-12,,,,,,,177,,,,3100,,
(주)아이티엑스에이아이,99520,Dec-13,,,,,,,211,,,,7100,,
(주)아이티엑스에이아이,99520,Dec-14,,,,,,,218,,,,2440,,
(주)아이티엑스에이아이,99520,Dec-15,,,,,,,155,,,,2685,,
(주)아이티엑스에이아이,99520,Dec-16,,,,,,,113,,,,2010,,
(주)아이티엑스에이아이,99520,Dec-17,,,,,,,106,,,,1220,,
(주)아이티엑스에이아이,99520,Dec-18,,,,,,,121,,,,1480,,
(주)아이티엑스에이아이,99520,Dec-19,13364642,9899998,22007317,-19566930,12176675,31861192,121,8233066,9830642,-5005679,1550,-2865782,-50.99
(주)아이티엑스에이아이,99520,Dec-20,34688568,21169764,48245357,-23158646,24722780,32148781,141,14650842,23522576,-3647915,2525,-2021118,-21.92
(주)아이티엠반도체,84850,Dec-10,53143790,51987937,80046255,15000075,53880701,191011759,,3130000,26165555,3069405,,,22.68
(주)아이티엠반도체,84850,Dec-11,44298396,38172912,68831679,17848914,39683745,146613372,,3130000,29147934,2884161,,7112810,10.45
(주)아이티엠반도체,84850,Dec-12,30546396,43494521,73322916,18203947,44077018,79920963,,3130000,29245897,330372,,1175978,1.14
(주)아이티엠반도체,84850,Dec-13,57180644,74550543,123454507,22793155,88527144,116258067,,3130000,34927363,4510865,,6206970,14.07
(주)아이티엠반도체,84850,Dec-14,65837060,103969432,193738595,15672411,132650983,178422060,,5404717,61087611,-7089637,,-4434919,-14.77
(주)아이티엠반도체,84850,Dec-15,66412945,96006243,198003618,-6090402,155057208,183031748,,5618240,42946410,-22011777,,426124,-42.31
(주)아이티엠반도체,84850,Dec-16,71440699,105052271,188881597,-24300721,152385937,170305988,,6774240,36495660,-18821941,,6650187,-47.37
(주)아이티엠반도체,84850,Dec-17,74436418,117902712,199214913,-16782887,150979949,201876497,,7063484,48234964,7612256,,21573902,17.97
(주)아이티엠반도체,84850,Dec-18,90695036,128439768,240843669,694574,140061066,228237125,,8803114,100782603,18158537,,21081087,24.37
(주)아이티엠반도체,84850,Dec-19,229249852,131574267,430519931,41408447,164155697,397697086,255,11414035,266364234,41666848,42450,53501443,22.69
(주)아이티엠반도체,84850,Dec-20,209099348,139430767,436355434,56099850,168883325,391052585,302,11553901,267472109,14679637,56900,25350318,5.5
(주)아진엑스텍,59120,Dec-10,,,,,,,,,,,,,
(주)아진엑스텍,59120,Dec-11,,,,,,,,,,,,,
(주)아진엑스텍,59120,Dec-12,,,,,,,,,,,,,
(주)아진엑스텍,59120,Dec-13,,,,,,,74,,,,,,
(주)아진엑스텍,59120,Dec-14,,,,,,,84,,,,4240,,
(주)아진엑스텍,59120,Dec-15,,,,,,,81,,,,6270,,
(주)아진엑스텍,59120,Dec-16,,,,,,,77,,,,7650,,
(주)아진엑스텍,59120,Dec-17,,,,,,,81,,,,13450,,
(주)아진엑스텍,59120,Dec-18,,,,,,,81,,,,7690,,
(주)아진엑스텍,59120,Dec-19,,,,,,,83,,,,7650,,
(주)아진엑스텍,59120,Dec-20,,,,,,,82,,,,6060,,
(주)알로이스,297570,Dec-18,,,,,,,2,,,,2350,,
(주)알로이스,297570,Dec-19,,,,,,,28,,,,2400,,
(주)알로이스,297570,Dec-20,,,,,,,34,,,,2570,,
(주)알에프세미,96610,Dec-10,23041294,7456084,46220798,23366457,13050103,29134548,250,2706990,33170695,6356029,11050,,19.16
(주)알에프세미,96610,Dec-11,29592431,13865763,60357163,30202239,20144820,37082561,264,4060485,40212342,7548389,9100,9722547,20.57
(주)알에프세미,96610,Dec-12,31196112,19482333,68834411,34409109,24678409,42461674,225,4060485,44156001,4680457,12000,6336927,11.1
(주)알에프세미,96610,Dec-13,34869067,23369533,78883917,39288043,29785834,52500596,404,4060485,49098083,5496195,10000,7675262,11.79
(주)알에프세미,96610,Dec-14,40570527,26995532,87638101,41906609,35815160,55409738,385,4060485,51822941,3198420,7600,4752696,6.34
(주)알에프세미,96610,Dec-15,39797410,25007075,89437401,43790439,35649333,57248130,381,4060485,53788068,2220565,7470,3000488,4.21
(주)알에프세미,96610,Dec-16,41528065,29226143,90145433,44247809,36110248,64179251,413,4060485,54035185,1044808,8880,2627057,1.94
(주)알에프세미,96610,Dec-17,42893129,30142750,93638264,42566734,41626891,62185137,411,4060485,52011373,-1374559,6370,219514,-2.56
(주)알에프세미,96610,Dec-18,52540305,33510149,104988723,43317349,52269050,51873304,425,4060485,52719673,218961,5670,633068,0.45
(주)알에프세미,96610,Dec-19,54135154,40818406,102545695,40342297,52684251,42446601,375,4060485,49861444,-2753635,5460,-787244,-5.37
(주)알에프세미,96610,Dec-20,43136623,33224637,87746970,20707138,50469425,33921914,316,4747362,37277544,-20315387,5800,-21035579,-46.59
(주)알에프텍,61040,Dec-10,72064131,55047395,122249853,41446619,55694033,215949807,185,5081250,66555820,4173408,5080,10054635,6.71
(주)알에프텍,61040,Dec-11,105561006,81786247,159127735,44712711,86763612,276923588,246,5156250,72364123,4886449,3565,9330785,7.03
(주)알에프텍,61040,Dec-12,151138006,114502752,211170615,66173195,121162139,499364258,326,5206250,90008477,23525322,12200,30514473,28.98
(주)알에프텍,61040,Dec-13,148591780,115605109,216208846,69638852,123208686,500173065,324,5281250,93000160,3552672,10750,7314370,4.76
(주)알에프텍,61040,Dec-14,128635679,112282822,200605068,63286872,114690560,406630607,295,5281250,85914508,-6974115,7270,-5581795,-6.8
(주)알에프텍,61040,Dec-15,106402272,68468918,176819976,68966106,69845073,397125105,274,6350000,106974903,5670446,8120,8857713,6.01
(주)알에프텍,61040,Dec-16,116024530,58060229,175342562,78198083,59241581,321992443,257,9525000,116100981,9756219,5040,8980349,8.87
(주)알에프텍,61040,Dec-17,126088302,51634879,185953928,82312045,67569185,287143154,242,9525000,118384743,3734459,4850,10368897,3.19
(주)알에프텍,61040,Dec-18,121281923,54544586,177047175,87930098,55555326,240344983,228,9525000,121491849,6606560,6590,5766654,5.51
(주)알에프텍,61040,Dec-19,144932675,119449827,254270323,85863718,121519540,284492015,275,10810709,132750784,-1807468,7960,13137161,-1.42
(주)알에프텍,61040,Dec-20,155113640,78214059,247026122,54332712,82162844,257857915,317,14449959,164863278,-30890489,10200,9752231,-20.88
(주)알엔투테크놀로지,148250,Dec-11,,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,Dec-12,,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,Dec-13,,,,,,,69,,,,,,
(주)알엔투테크놀로지,148250,Dec-14,,,,,,,65,,,,,,
(주)알엔투테크놀로지,148250,Dec-15,,,,,,,80,,,,,,
(주)알엔투테크놀로지,148250,Dec-16,,,,,,,99,,,,5430,,
(주)알엔투테크놀로지,148250,Dec-17,,,,,,,128,,,,8340,,
(주)알엔투테크놀로지,148250,Dec-18,,,,,,,157,,,,9000,,
(주)알엔투테크놀로지,148250,Dec-19,,,,,,,179,,,,10600,,
(주)알엔투테크놀로지,148250,Dec-20,,,,,,,182,,,,19300,,
(주)알파홀딩스,117670,Dec-10,,,,,,,63,,,,13900,,
(주)알파홀딩스,117670,Dec-11,,,,,,,71,,,,10750,,
(주)알파홀딩스,117670,Dec-12,27717502,9532176,41210785,19365414,13241176,32223368,70,4016448,27969609,3004485,4620,2946898,10.74
(주)알파홀딩스,117670,Dec-13,,,,,,,90,,,,4615,,
(주)알파홀딩스,117670,Dec-14,39399647,32638444,66721029,24173440,33943394,39384206,98,4016448,32777635,2799353,6530,3619482,8.54
(주)알파홀딩스,117670,Dec-15,,,,,,,122,,,,6940,,
(주)알파홀딩스,117670,Dec-16,31152001,26489383,73894609,-16007723,27357868,56639827,99,6036905,46536741,-41887041,9750,-1371402,-89.76
(주)알파홀딩스,117670,Dec-17,25741258,18951254,63151264,-2636068,19354470,69995825,105,6544628,43796795,-10332532,11750,-6312632,-22.01
(주)알파홀딩스,117670,Dec-18,42453794,50861275,102095474,-9086981,55006598,85086013,122,6572220,47088876,-6148773,11500,-6124891,-12.04
(주)알파홀딩스,117670,Dec-19,47745419,65077346,134595649,-752787,73104547,73164302,96,8181179,61491102,-11705371,6820,-3686574,-21.13
(주)알파홀딩스,117670,Dec-20,52171218,50776935,143025611,-4638625,65381844,64301401,114,10406795,77643767,-3933815,4585,-6952173,-5.62
(주)액트로,290740,Dec-16,18069139,14005091,31840528,5804866,25524379,33664994,,1200000,6316148,1247421,,2505203,
(주)액트로,290740,Dec-17,26212872,23665342,53621791,12511529,26525787,91030061,,1882027,27096003,7083832,,14252206,26.14
(주)액트로,290740,Dec-18,59431485,25003976,89041422,26209900,26009927,105631916,47,2515027,63031495,13690270,13150,16870908,30.38
(주)액트로,290740,Dec-19,60457816,21680360,99003423,38816169,22999820,107845425,59,5015006,76003603,14595299,14600,13043357,21
(주)액트로,290740,Dec-20,59097193,24924365,101393106,38650940,26724349,132273162,61,5032506,74668757,2061917,12050,3658528,2.74
(주)앤씨앤,92600,Dec-10,,,,,,,133,,,,23250,,
(주)앤씨앤,92600,Dec-11,,,,,,,139,,,,11500,,
(주)앤씨앤,92600,Dec-12,53402867,9137355,77728028,45626432,10085087,53108560,129,6648750,67642941,3193011,6910,67025,4.72
(주)앤씨앤,92600,Dec-13,41054287,8012436,57554674,26366359,9056617,36693560,121,6648750,48498057,-18609825,2845,-11937390,-32.05
(주)앤씨앤,92600,Dec-14,39329974,8093716,56150455,24592958,9271730,35866618,100,6648750,46878725,-1907109,3250,-2695265,-4
(주)앤씨앤,92600,Dec-15,46359804,10005665,67503519,32998735,11920076,63184945,109,6648750,55583444,8376090,5860,7944688,16.58
(주)앤씨앤,92600,Dec-16,49416374,6491118,65331021,33203661,9407628,64056482,120,6723750,55923393,810604,6980,-1287951,2.03
(주)앤씨앤,92600,Dec-17,43012498,9672534,60379404,24988894,12261856,53399310,127,6723750,48117548,-8961209,6700,-10871793,-16.05
(주)앤씨앤,92600,Dec-18,36151520,10165826,54329936,10151415,21497866,58778225,129,6723750,32832070,-15703251,8140,-16457101,-36.68
(주)앤씨앤,92600,Dec-19,46504492,24405719,71516824,4237967,30284359,78473813,78,10473750,41232465,-6859587,2200,-11575996,-15.64
(주)앤씨앤,92600,Dec-20,78141249,27284950,98806919,-11462352,74474663,87796151,92,10473750,24332256,-16924342,4315,-11902046,-45.91
(주)앱코,129890,Dec-16,,,,,,,,,,,,,
(주)앱코,129890,Dec-17,,,,,,,,,,,,,
(주)앱코,129890,Dec-18,,,,,,,,,,,,,
(주)앱코,129890,Dec-19,36689117,29489248,57179957,7955014,46967242,84270937,,3219990,10212715,3474389,,5486883,34.02
(주)앱코,129890,Dec-20,125633194,52934351,147731268,26122418,68040349,153173603,164,4844366,79690918,18173119,27800,23538444,40.43
(주)에스디시스템,121890,Dec-10,,,,,,,116,,,,8830,,
(주)에스디시스템,121890,Dec-11,,,,,,,125,,,,5650,,
(주)에스디시스템,121890,Dec-12,,,,,,,120,,,,5440,,
(주)에스디시스템,121890,Dec-13,,,,,,,143,,,,3815,,
(주)에스디시스템,121890,Dec-14,,,,,,,108,,,,3975,,
(주)에스디시스템,121890,Dec-15,,,,,,,142,,,,7700,,
(주)에스디시스템,121890,Dec-16,,,,,,,182,,,,7650,,
(주)에스디시스템,121890,Dec-17,,,,,,,176,,,,6290,,
(주)에스디시스템,121890,Dec-18,,,,,,,114,,,,1845,,
(주)에스디시스템,121890,Dec-19,,,,,,,135,,,,2350,,
(주)에스디시스템,121890,Dec-20,,,,,,,98,,,,739,,
(주)에스앤에스텍,101490,Dec-10,24297338,18448665,87325775,23664024,30618171,38645033,119,7800897,56707605,3884325,3810,,7.18
(주)에스앤에스텍,101490,Dec-11,38770754,32521648,131192786,26920525,65318522,51020273,126,7815272,65874264,2583300,3360,4859880,5.8
(주)에스앤에스텍,101490,Dec-12,44054290,42002840,134403705,24639773,72372175,51816919,137,7815272,62031530,-4346399,3890,-595219,-2.54
(주)에스앤에스텍,101490,Dec-13,35537285,50091907,128650209,16808342,75249841,68041854,161,7815272,53400368,-10564485,2790,-1602855,-13.04
(주)에스앤에스텍,101490,Dec-14,25331510,18287688,86299417,12046542,37113851,45730574,154,7977347,49185566,-4667988,3285,6696713,-9.83
(주)에스앤에스텍,101490,Dec-15,,,,,,,178,,,,8890,,
(주)에스앤에스텍,101490,Dec-16,,,,,,,166,,,,8050,,
(주)에스앤에스텍,101490,Dec-17,,,,,,,176,,,,4310,,
(주)에스앤에스텍,101490,Dec-18,,,,,,,187,,,,3770,,
(주)에스앤에스텍,101490,Dec-19,,,,,,,206,,,,12200,,
(주)에스앤에스텍,101490,Dec-20,93456097,15406191,185990770,53708581,21522470,87374363,214,10725724,164468300,10996462,43500,11036484,13.37
(주)에스에프에이반도체,36540,Dec-10,123090339,184847174,436091768,17780763,279607683,384114097,1125,17407658,156484086,16166566,6760,8529155,14.68
(주)에스에프에이반도체,36540,Dec-11,171471629,223757704,599495211,28071520,377922414,463505699,1382,21907658,221572797,11100003,9150,25437390,6.47
(주)에스에프에이반도체,36540,Dec-12,216098285,276419291,720274926,23970527,520405895,537854912,1305,21913995,199869032,-22656,6470,25337549,0.55
(주)에스에프에이반도체,36540,Dec-13,206499580,377540808,761704719,-31426409,592696880,540775785,1139,21914911,169007839,-76944172,3440,-13194015,-29.7
(주)에스에프에이반도체,36540,Dec-14,205356752,406171056,813251267,-49563789,609402277,550931474,1069,31614942,203848990,-29050092,3100,45329186,-11.67
(주)에스에프에이반도체,36540,Dec-15,216376306,170374763,726706965,-180944298,470784212,516477480,946,64601660,255922753,-154173577,2440,7830976,-65.09
(주)에스에프에이반도체,36540,Dec-16,224873731,139875134,676174765,-174212834,404596207,429214599,712,69940137,271578558,7583047,2530,14812509,2.73
(주)에스에프에이반도체,36540,Dec-17,177249367,108020878,632921458,-164004760,363304797,449558231,638,70795604,269616661,9865761,2350,25462304,3.78
(주)에스에프에이반도체,36540,Dec-18,177161684,97182136,627366723,-151895491,339642929,457853090,641,70818116,287723794,13275800,1360,33688260,4.86
(주)에스에프에이반도체,36540,Dec-19,226727250,320110901,661228514,-131862058,345386475,588938238,687,71403437,315842039,20822399,4305,39075607,7.34
(주)에스에프에이반도체,36540,Dec-20,174865843,65283827,586544873,-115925697,231720076,573077540,599,82487452,354824797,17613964,5770,34282018,5.22
(주)에스엘바이오닉스,214310,Dec-12,,,,,,,,,,,,,
(주)에스엘바이오닉스,214310,Dec-13,,,,,,,,,,,,,
(주)에스엘바이오닉스,214310,Dec-14,,,,,,,,,,,,,
(주)에스엘바이오닉스,214310,Dec-15,24291565,9804524,48661379,8311661,14862118,57249639,192,2604750,33799261,5126957,8900,6684138,15.4
(주)에스엘바이오닉스,214310,Dec-16,33927749,34433346,70810853,-3982751,39879492,59330985,274,4562600,30931362,-11987723,8580,-8333884,-37.66
(주)에스엘바이오닉스,214310,Dec-17,23287148,39400852,56424586,-18281227,39912252,48020218,298,4562600,16512334,-14514435,1305,-90789,-61.9
(주)에스엘바이오닉스,214310,Dec-18,31423586,32553439,64473790,-34685707,33162258,32126457,247,6534068,31311532,-17270405,1055,-5403144,-72.23
(주)에스엘바이오닉스,214310,Dec-19,9943894,14935321,41920291,-8498130,15731666,24150312,159,8372990,26188625,-23448870,515,-4130160,-81.56
(주)에스엘바이오닉스,214310,Dec-20,17714506,16756234,64794120,-8731275,17834331,28633745,179,19913457,46959790,-201978,1605,-3325098,-0.55
(주)에스코넥,96630,Dec-10,54576570,46758389,95253908,3571107,78054602,99373470,85,3194552,17199306,86919,1035,4324047,0.02
(주)에스코넥,96630,Dec-11,71159590,68732305,112956928,5094447,72660312,140355090,101,10251656,40296616,1486023,520,7331514,5.23
(주)에스코넥,96630,Dec-12,81165827,66159880,122521356,8620183,72150300,216241217,115,12763766,50371055,3425333,1115,9537333,7.39
(주)에스코넥,96630,Dec-13,100879448,63605293,157264265,19319167,94261010,315858419,135,12806858,63003255,10599761,1440,14916135,18.63
(주)에스코넥,96630,Dec-14,103513873,88190350,166430389,24775211,103057512,280173771,131,12857641,63372877,6379302,1115,12583071,9.75
(주)에스코넥,96630,Dec-15,81124826,73272259,158937190,29854968,91817623,307564793,137,13053145,67119567,5203196,1305,10237332,7.88
(주)에스코넥,96630,Dec-16,104791155,84726384,178346876,40335741,100210342,334554748,147,13053145,78136534,11044545,2430,17631251,14.73
(주)에스코넥,96630,Dec-17,82497269,77638089,169031564,54338857,82057298,365629927,143,13053145,86974266,14080477,2160,19445173,17.11
(주)에스코넥,96630,Dec-18,95272203,64270165,177107754,68804221,75586822,367055024,136,13053145,101520931,14748788,1640,18020387,15.47
(주)에스코넥,96630,Dec-19,69391724,59566005,162129965,57251717,70721456,254480908,104,13053145,91408509,-12224587,1740,-14717530,-12.8
(주)에스코넥,96630,Dec-20,80004571,80069532,164411760,18330144,112577896,185168279,71,13053145,51833864,-42641854,1945,-27571252,-59.88
(주)에이디테크놀로지,200710,Dec-10,,,,,,,,,,,,,
(주)에이디테크놀로지,200710,Dec-11,,,,,,,,,,,,,
(주)에이디테크놀로지,200710,Dec-12,16636841,10935948,21679697,4199829,14489046,24787542,,1218148,7190651,679535,,,18.9
(주)에이디테크놀로지,200710,Dec-13,18882276,10491109,22262440,7329197,11028907,43702213,,1422348,11233533,3062951,,4181673,33.26
(주)에이디테크놀로지,200710,Dec-14,42509096,9608205,47412224,17887904,10296547,68482209,71,2013998,37115677,10574240,22050,10644357,43.75
(주)에이디테크놀로지,200710,Dec-15,39183782,6848218,45723337,20543696,7775160,35797490,71,2052348,37948177,2656317,13350,1966063,7.08
(주)에이디테크놀로지,200710,Dec-16,38611535,8042723,48093281,15487213,13580364,22667923,75,4073350,34512917,-4062429,5660,-3487200,-11.21
(주)에이디테크놀로지,200710,Dec-17,,,,,,,73,,,,9910,,
(주)에이디테크놀로지,200710,Dec-18,62253223,26054417,76845127,24748179,27991148,110264723,78,4626390,48853979,8463157,9790,12099354,17.32
(주)에이디테크놀로지,200710,Dec-19,92186317,35455975,110161797,31839733,54436302,225809534,75,4630767,55725495,8004175,18650,12158233,15.31
(주)에이디테크놀로지,200710,Dec-20,150040081,68338575,220316129,34662653,71845370,292360370,139,6637299,148470759,2840926,30450,13481726,3.23
(주)에이루트,96690,Dec-10,,,,,,,104,,,,4830,,
(주)에이루트,96690,Dec-11,,,,,,,115,,,,4765,,
(주)에이루트,96690,Dec-12,20139115,4366357,36814530,20229040,4539810,26937127,122,5000000,32274720,1293649,2215,1486038,7.3
(주)에이루트,96690,Dec-13,24232514,5114594,40810184,23661688,5315504,31403847,130,5000000,35494681,3719873,2805,3036023,11.33
(주)에이루트,96690,Dec-14,,,,,,,127,,,,2330,,
(주)에이루트,96690,Dec-15,,,,,,,131,,,,10400,,
(주)에이루트,96690,Dec-16,68293388,38208942,130429497,3239647,58265799,33960104,138,23002856,72163698,-37225874,805,-10968898,-29.2
(주)에이루트,96690,Dec-17,64905982,27048265,116428169,-4566945,47060537,36658646,150,25314301,69367632,-8661649,643,-1427007,-9.35
(주)에이루트,96690,Dec-18,34929983,18228663,86441024,-11803444,18250867,22194327,129,26734887,68190156,-8336748,157,-5355582,-8.76
(주)에이루트,96690,Dec-19,41506035,98829405,190315597,-9467173,100759336,31253724,95,38660656,89556261,767297,1530,-1018171,2.49
(주)에이루트,96690,Dec-20,42311640,39155567,133477509,-34527456,39721812,34670562,66,6324928,93755697,-26089755,5810,-2568006,-23.53
(주)에이스테크놀로지,88800,Dec-10,82866099,94691720,228094607,9925326,155838023,134473862,341,5797237,72256585,9502971,6160,,15.12
(주)에이스테크놀로지,88800,Dec-11,161027119,173388612,363763401,33423709,239782457,154628013,222,9842993,123980943,22542030,3600,-13446060,25.91
(주)에이스테크놀로지,88800,Dec-12,153427776,174394409,345523644,10708609,245017133,285344564,253,9842993,100506511,-21418549,3370,-9840287,-21.02
(주)에이스테크놀로지,88800,Dec-13,179351038,221164146,367856400,20863370,256565939,315608452,295,10434986,111290462,10407510,4050,20044117,10.11
(주)에이스테크놀로지,88800,Dec-14,236660946,238360670,428316207,26850950,303913765,427492116,363,11375413,124402441,12173852,4395,25123411,10.43
(주)에이스테크놀로지,88800,Dec-15,287438353,271624727,492382630,35719686,348924532,421924400,387,12854264,143458098,10769637,4440,15076083,7.85
(주)에이스테크놀로지,88800,Dec-16,225086402,259126699,433735837,2737011,311035319,322117339,438,14164190,122700518,-32198143,3015,-13801212,-25.47
(주)에이스테크놀로지,88800,Dec-17,204424815,276018067,373477776,-51173961,306409737,351616055,356,14654690,67068039,-55571000,4950,-14466539,-61.18
(주)에이스테크놀로지,88800,Dec-18,258719489,292952760,432084800,-50973943,351157546,377316650,401,17060477,80927254,1235151,5100,13184835,4.4
(주)에이스테크놀로지,88800,Dec-19,232037172,257071437,380498821,-59920750,291357544,378602472,362,19429011,89141277,-9694692,8130,2718683,-11.08
(주)에이스테크놀로지,88800,Dec-20,195934441,180937219,352970038,-105687736,281474930,210755098,338,22867557,71495108,-83133992,27150,-61357336,-103.89
(주)에이엔피,15260,Dec-10,142013682,153514322,243226492,1570216,175017698,338493163,331,12806794,68208794,2595441,682,12235218,2.88
(주)에이엔피,15260,Dec-11,155075361,179510851,255683632,-2868505,191431461,419647455,349,13615617,64252172,-3783539,1280,9517959,-10.28
(주)에이엔피,15260,Dec-12,169646433,183203313,272978097,-830268,199258448,450493369,348,19277381,73719648,2467879,849,17517505,3.45
(주)에이엔피,15260,Dec-13,160418139,156915401,270094165,-1347650,194651717,507779099,341,20747969,75442448,-1819182,907,12643575,-1.7
(주)에이엔피,15260,Dec-14,208735371,220101353,332655332,-2188287,259714584,528852438,366,20747969,72940749,2210589,1020,14680687,2.76
(주)에이엔피,15260,Dec-15,44551967,42584289,124186820,6842671,65423085,579624844,376,21614326,58763734,-3969042,1720,10739569,-6.75
